# Original shape: (22920, 4, 3)
# Slice 0
4214.00,280.00,267.00

# Slice 213
4214.00,280.00,267.00
4218.00,279.00,266.00
15823.00,281.00,268.00
15824.00,282.00,269.00

# Slice 214
4213.00,273.00,263.00
15719.00,275.00,205.00
15718.00,283.00,204.00
4218.00,279.00,266.00

# Slice 215
4218.00,279.00,266.00
15718.00,283.00,204.00
22110.00,284.00,207.00
15823.00,281.00,268.00

# Slice 216
4212.00,270.00,260.00
4214.00,280.00,267.00
4219.00,285.00,270.00
4215.00,286.00,271.00

# Slice 217
4215.00,286.00,271.00
4219.00,285.00,270.00
15790.00,287.00,272.00
15791.00,288.00,273.00

# Slice 218
4214.00,280.00,267.00
15824.00,282.00,269.00
15825.00,289.00,274.00
4219.00,285.00,270.00

# Slice 219
4219.00,285.00,270.00
15825.00,289.00,274.00
22122.00,290.00,275.00
15790.00,287.00,272.00

# Slice 220
4212.00,270.00,260.00
4215.00,286.00,271.00
4220.00,291.00,276.00
4216.00,271.00,261.00

# Slice 221
4216.00,271.00,261.00
4220.00,291.00,276.00
15826.00,292.00,277.00
15827.00,276.00,264.00

# Slice 222
4215.00,286.00,271.00
15791.00,288.00,273.00
15792.00,293.00,278.00
4220.00,291.00,276.00

# Slice 223
4220.00,291.00,276.00
15792.00,293.00,278.00
22121.00,294.00,279.00
15826.00,292.00,277.00

# Slice 224
4221.00,295.00,280.00
4225.00,296.00,281.00
4226.00,297.00,282.00
4222.00,298.00,283.00

# Slice 225
4222.00,298.00,283.00
4226.00,297.00,282.00
15741.00,299.00,224.00
15740.00,300.00,222.00

# Slice 226
4225.00,296.00,281.00
15818.00,257.00,249.00
15817.00,256.00,248.00
4226.00,297.00,282.00

# Slice 227
4226.00,297.00,282.00
15817.00,256.00,248.00
22116.00,259.00,187.00
15741.00,299.00,224.00

# Slice 228
4221.00,295.00,280.00
4222.00,298.00,283.00
4227.00,301.00,284.00
4223.00,302.00,285.00

# Slice 229
4223.00,302.00,285.00
4227.00,301.00,284.00
15829.00,303.00,286.00
15830.00,304.00,287.00

# Slice 230
4222.00,298.00,283.00
15740.00,300.00,222.00
15739.00,305.00,221.00
4227.00,301.00,284.00

